method,map_name,num_agents,capacity,seed,completed_tasks,average_service_time,makespan,allocation_runtime_ms,allocation_runtime_ms_per_event,allocation_runtime_ms_per_step,generated_groups,assigned_tasks
marginal,kiva,80,6,0,2600,705.5039207679952,2407.742207723146,6901.0359982494265,34.333512429101624,2.8646890818802104,1300,2600
sequential,kiva,80,6,0,2600,876.8603395214419,2859.0958206548153,1843.524131923914,9.171761850367732,0.6443635553736154,1300,2600
marginal,kiva,80,6,1,2600,702.5460686021387,2459.0535594124162,6936.087663052604,34.507898821157234,2.818402138582935,1300,2600
sequential,kiva,80,6,1,2600,870.6862794412449,2856.5343708267537,1837.2858926886693,9.140725834271986,0.6428572052794504,1300,2600
marginal,kiva,80,6,2,2600,698.8634286683331,2520.27415385951,7004.478482413106,34.84815165379655,2.7773507067458785,1300,2600
sequential,kiva,80,6,2,2600,864.8568447621519,3001.2859216107095,1847.6680669700727,9.192378442637178,0.6152740815751158,1300,2600
marginal,kiva,80,6,3,2600,716.4257103437485,2419.08808903032,6986.955423257314,34.76097225501151,2.885979109152133,1300,2600
sequential,kiva,80,6,3,2600,876.8117670407627,2937.0518553202346,1836.8379663443193,9.138497344996614,0.6249873992325006,1300,2600
marginal,kiva,80,6,4,2600,703.3151191440136,2535.773322864386,7019.582627457567,34.92329665401775,2.7668831799202076,1300,2600
sequential,kiva,80,6,4,2600,871.3688149065692,2875.298879745376,1837.397920084186,9.141283184498437,0.6386506500118825,1300,2600
